24.0, 3.193490734763286, 3.4601569085585897, 10, 4, 10, 2, 3, 1, 0, 2, -11
25.0, 3.3814166775451624, 3.4601569085585897, 8, 3, 11, 1, 3, 0, 1, 1, 12
26.0, 3.41920227989877, 3.4601569085585897, 8, 4, 10, 2, 3, 0, 0, 2, -11
14.0, 2.2251162174998167, 3.2471845507962676, 5, 3, 6, 0, 2, 1, 0, 0, 14
15.0, 2.0869153869246926, 3.2471845507962676, 5, 7, 6, 0, 0, 1, 0, 0, 3
16.0, 2.0591482135370947, 3.2471845507962676, 4, 4, 6, 0, 2, 2, 0, 0, 15
17.0, 2.010773550455907, 3.2471845507962676, 6, 5, 6, 0, 0, 2, 0, 0, 14
18.0, 2.3083573650138782, 3.2471845507962676, 4, 4, 6, 0, 0, 1, 0, 0, 2
19.0, 2.4249639351910157, 3.2471845507962676, 4, 5, 6, 0, 0, 1, 0, 0, 4
20.0, 2.6436321636781717, 3.2471845507962676, 4, 4, 6, 0, 0, 1, 0, 0, 1
24.0, 2.9738948317007208, 2.7080476351151592, 15, 5, 16, 4, 1, 0, 4, 2, -9
25.0, 2.7895495272157254, 2.7080476351151592, 15, 5, 16, 4, 2, 1, 4, 2, -9
26.0, 2.905435835634156, 2.7080476351151592, 14, 6, 17, 3, 1, 0, 5, 1, -1
27.0, 2.9295386314330605, 2.7080476351151592, 15, 5, 16, 4, 1, 0, 4, 2, -9
28.0, 2.7892500599757692, 2.7080476351151592, 13, 7, 17, 3, 3, 2, 4, 2, -9
29.0, 2.886832827118885, 2.7080476351151592, 17, 5, 16, 4, 1, 0, 4, 2, -9
30.0, 3.0881361605225464, 2.7080476351151592, 13, 5, 16, 4, 1, 0, 4, 2, -9
10.0, 2.4, 2.1354265333402105, 2, 0, 0, 2, 2, 0, 0, 0, 17
11.0, 2.1773387165490545, 2.1354265333402105, 1, 3, 0, 2, 1, 1, 0, 0, 0
12.0, 1.999070478491457, 2.1354265333402105, 1, 4, 0, 2, 1, 1, 0, 0, 3
13.0, 2.2892922226992174, 2.1354265333402105, 1, 1, 0, 2, 1, 1, 0, 0, 3
14.0, 2.122677276241436, 2.1354265333402105, 1, 3, 0, 2, 1, 1, 0, 0, 3
15.0, 2.352145126328583, 2.1354265333402105, 1, 2, 0, 2, 1, 1, 0, 0, 2
16.0, 2.869892001509786, 2.1354265333402105, 1, 1, 1, 1, 1, 1, 0, 0, -1
11.0, 2.8804786100110733, 3.008292245820312, 5, 3, 1, 2, 0, 0, 0, 0, -11
12.0, 2.734223470408166, 3.008292245820312, 4, 3, 1, 2, 0, 1, 0, 0, -3
13.0, 2.4742540273688154, 3.008292245820312, 4, 3, 1, 2, 2, 0, 0, 0, -11
14.0, 2.5832149350466787, 3.008292245820312, 3, 4, 1, 2, 0, 0, 0, 0, -5
15.0, 3.1140044313940525, 3.008292245820312, 3, 3, 2, 1, 0, 0, 0, 0, -11
16.0, 2.889062369982845, 3.008292245820312, 4, 4, 1, 2, 0, 0, 0, 0, -4
17.0, 3.168777362128201, 3.008292245820312, 3, 3, 1, 2, 0, 0, 0, 0, -6
9.0, 2.887240667908333, 3.7635497903879833, 3, 1, 0, 0, 0, 0, 0, 0, -2
10.0, 3.65262298630505, 3.7635497903879833, 1, 0, 0, 0, 0, 0, 0, 0, -2
11.0, 2.7699596848159134, 3.7635497903879833, 2, 2, 0, 0, 0, 0, 0, 0, -1
12.0, 2.896472487858144, 3.7635497903879833, 1, 0, 0, 0, 0, 0, 0, 0, 3
13.0, 3.0528023972905323, 3.7635497903879833, 2, 1, 0, 0, 0, 0, 0, 0, 12
14.0, 3.3841452831852563, 3.7635497903879833, 1, 0, 0, 0, 0, 0, 0, 0, -2
15.0, 3.6053077034055745, 3.7635497903879833, 1, 1, 0, 0, 0, 0, 0, 0, -2
6.0, 1.1380711874576983, 3.49071198499986, 1, 3, 0, 0, 0, 0, 0, 0, -3
7.0, 2.1921637408471586, 3.49071198499986, 0, 1, 0, 0, 0, 0, 0, 0, -3
8.0, 1.6094757082487299, 3.49071198499986, 0, 2, 0, 0, 0, 0, 0, 0, 0
9.0, 2.2167605132909616, 3.49071198499986, 0, 1, 0, 0, 0, 0, 0, 0, -2
10.0, 2.8588304075138247, 3.49071198499986, 0, 1, 0, 0, 0, 0, 0, 0, 1
11.0, 3.5044110253219602, 3.49071198499986, 0, 1, 0, 0, 0, 0, 0, 0, 0
12.0, 4.171077691988626, 3.49071198499986, 0, 1, 0, 0, 0, 0, 0, 0, 0
8.0, 2.331784130819095, 1.8020932000068777, 0, 2, 0, 4, 0, 0, 0, 0, -8
9.0, 2.2363517459175424, 1.8020932000068777, 1, 2, 0, 4, 0, 0, 0, 0, -4
10.0, 1.8020932000068772, 1.8020932000068777, 1, 3, 1, 3, 0, 0, 0, 0, -5
11.0, 2.2141158591734738, 1.8020932000068777, 0, 1, 1, 3, 0, 0, 0, 0, 1
12.0, 2.4278660012426743, 1.8020932000068777, 0, 1, 0, 4, 0, 0, 0, 0, -5
13.0, 2.4499328080265226, 1.8020932000068777, 2, 1, 0, 4, 0, 0, 0, 0, -13
14.0, 2.9459184560223766, 1.8020932000068777, 0, 1, 0, 4, 0, 0, 0, 0, -12
14.0, 3.4335655991756706, 2.836860407006644, 3, 2, 7, 3, 1, 1, 0, 1, -11
15.0, 2.877634227101803, 2.836860407006644, 3, 0, 7, 3, 2, 0, 0, 1, 15
16.0, 2.802843434546223, 2.836860407006644, 2, 3, 8, 2, 1, 1, 0, 1, -5
17.0, 3.1209789816930504, 2.836860407006644, 2, 1, 8, 2, 1, 1, 0, 1, -2
18.0, 3.010423129932769, 2.836860407006644, 3, 2, 7, 3, 1, 1, 0, 1, -2
19.0, 3.332683666711847, 2.836860407006644, 2, 1, 7, 3, 1, 1, 0, 1, -11
20.0, 3.2984453799154427, 2.836860407006644, 2, 2, 7, 3, 1, 1, 0, 1, -11
12.0, 1.9363936448050074, 2.086522704951989, 4, 4, 3, 3, 1, 1, 2, 1, -15
13.0, 1.8508935879773276, 2.086522704951989, 3, 7, 3, 3, 0, 0, 2, 1, -15
14.0, 1.725136953485816, 2.086522704951989, 2, 5, 3, 3, 2, 0, 2, 1, 16
15.0, 2.298658871485686, 2.086522704951989, 1, 5, 3, 3, 0, 0, 2, 1, -15
16.0, 2.30940975017949, 2.086522704951989, 2, 5, 4, 2, 0, 1, 2, 1, -15
17.0, 2.526818899903241, 2.086522704951989, 1, 5, 3, 3, 0, 0, 2, 1, -15
18.0, 2.8656697352564553, 2.086522704951989, 1, 5, 3, 3, 0, 0, 2, 1, -4
14.0, 2.522417589779078, 2.659980104899678, 5, 5, 2, 2, 0, 0, 0, 0, 14
15.0, 2.4726202210090675, 2.659980104899678, 2, 2, 2, 2, 1, 1, 0, 0, 15
16.0, 2.7247633090989534, 2.659980104899678, 2, 2, 3, 1, 0, 0, 0, 0, -1
17.0, 2.848338625894779, 2.659980104899678, 2, 4, 2, 2, 0, 0, 0, 0, -1
18.0, 3.1072180440453927, 2.659980104899678, 2, 2, 2, 2, 0, 0, 0, 0, -1
19.0, 3.3738222989633764, 2.659980104899678, 2, 2, 2, 2, 0, 0, 0, 0, -4
25.0, 2.795905736235603, 3.020095798232947, 22, 4, 12, 5, 2, 2, 0, 0, -9
26.0, 3.0412605921515583, 3.020095798232947, 16, 4, 11, 6, 1, 1, 0, 0, -3
27.0, 2.9000741977784035, 3.020095798232947, 18, 6, 12, 5, 1, 1, 0, 0, -9
28.0, 3.032464116341817, 3.020095798232947, 17, 4, 12, 5, 1, 1, 0, 0, -3
29.0, 3.2081527780626495, 3.020095798232947, 16, 4, 11, 6, 1, 1, 0, 0, -3
18.0, 3.883667558932979, 2.932767932693806, 4, 3, 12, 4, 0, 0, 2, 1, -3
19.0, 3.6180725404788836, 2.932767932693806, 6, 5, 12, 4, 0, 0, 2, 1, -3
20.0, 3.3416791902752503, 2.932767932693806, 5, 4, 13, 3, 0, 0, 2, 1, 12
21.0, 3.287469947209588, 2.932767932693806, 5, 2, 12, 4, 2, 0, 2, 1, 13
22.0, 3.3492965661721716, 2.932767932693806, 5, 4, 12, 4, 0, 0, 2, 1, 6
23.0, 3.4157084239159876, 2.932767932693806, 5, 4, 12, 4, 0, 1, 2, 1, 12
24.0, 3.5433211800872257, 2.932767932693806, 6, 4, 12, 4, 0, 0, 2, 1, -2
16.0, 2.2681822518968824, 2.8263456379051326, 5, 6, 3, 2, 2, 0, 1, 0, 14
17.0, 2.33375585986494, 2.8263456379051326, 4, 6, 3, 2, 1, 1, 1, 0, 13
18.0, 2.0747929057140864, 2.8263456379051326, 6, 7, 4, 1, 1, 2, 1, 0, 13
19.0, 2.0813899876602577, 2.8263456379051326, 6, 7, 3, 2, 2, 2, 1, 0, 14
20.0, 2.732963859221227, 2.8263456379051326, 4, 6, 3, 2, 1, 1, 1, 0, 13
21.0, 2.3033298260145636, 2.8263456379051326, 6, 6, 3, 2, 1, 1, 1, 0, 13
22.0, 2.533876636133828, 2.8263456379051326, 4, 6, 3, 2, 1, 1, 1, 0, 13
26.0, 3.3104297987865494, 2.98796347665689, 12, 4, 18, 4, 3, 0, 6, 1, -8
27.0, 3.172561197376545, 2.98796347665689, 13, 7, 18, 4, 3, 0, 5, 2, -8
28.0, 3.1395292586260126, 2.98796347665689, 12, 5, 18, 4, 3, 1, 6, 1, -8
29.0, 3.2395741150785935, 2.98796347665689, 12, 4, 17, 5, 3, 0, 5, 2, -8
30.0, 3.360404004912151, 2.98796347665689, 11, 4, 17, 5, 3, 0, 5, 2, -8
28.0, 2.959166593592478, 2.866864805780058, 16, 3, 19, 4, 2, 1, 3, 1, 10
29.0, 3.1964235450946217, 2.866864805780058, 18, 3, 16, 7, 1, 0, 2, 2, -9
30.0, 3.068952254351749, 2.866864805780058, 18, 4, 17, 6, 1, 1, 2, 2, -9
31.0, 3.200863439385092, 2.866864805780058, 18, 2, 16, 7, 3, 0, 2, 2, -9
32.0, 3.393943780852454, 2.866864805780058, 16, 3, 16, 7, 1, 0, 2, 2, -9
8.0, 2.6666666666666665, 1.1380711874576983, 1, 1, 0, 4, 0, 0, 0, 0, -5
9.0, 2.5894385095409267, 1.1380711874576983, 1, 1, 1, 3, 0, 0, 0, 0, -2
10.0, 2.3069365421606296, 1.1380711874576983, 1, 1, 0, 4, 0, 0, 0, 0, 2
11.0, 1.7750469233121475, 1.1380711874576983, 1, 3, 1, 3, 0, 0, 0, 0, 4
12.0, 1.6666666666666667, 1.1380711874576983, 2, 0, 0, 4, 2, 0, 0, 0, 18
13.0, 2.0663909396113618, 1.1380711874576983, 1, 2, 0, 4, 0, 0, 0, 0, -3
14.0, 2.3333333333333335, 1.1380711874576983, 1, 2, 0, 4, 0, 0, 0, 0, -3
11.0, 3.4134471206421995, 2.599482417395579, 3, 0, 4, 3, 1, 0, 0, 0, -13
12.0, 3.133361579839631, 2.599482417395579, 2, 1, 4, 3, 1, 0, 0, 0, -13
13.0, 2.9077347265477096, 2.599482417395579, 4, 0, 4, 3, 1, 0, 0, 0, -15
14.0, 2.7530109851861666, 2.599482417395579, 2, 1, 5, 2, 1, 0, 0, 0, 0
15.0, 3.24038074689126, 2.599482417395579, 3, 1, 4, 3, 1, 0, 0, 0, -13
16.0, 2.824597006341594, 2.599482417395579, 3, 1, 5, 2, 1, 0, 0, 0, -14
17.0, 2.8392131867309014, 2.599482417395579, 2, 1, 4, 3, 1, 0, 0, 0, -5
14.0, 3.2033597419706985, 3.026445471692539, 6, 1, 5, 2, 0, 0, 0, 1, -14
15.0, 2.4834829701422785, 3.026445471692539, 5, 4, 5, 2, 0, 0, 0, 1, -14
16.0, 2.5243156928884067, 3.026445471692539, 5, 4, 5, 2, 0, 0, 0, 1, -14
17.0, 2.7401138337518636, 3.026445471692539, 5, 1, 6, 1, 0, 1, 0, 1, -14
18.0, 3.0750862418262517, 3.026445471692539, 4, 1, 6, 1, 0, 0, 1, 0, -2
19.0, 3.1252251516429577, 3.026445471692539, 4, 1, 5, 2, 0, 0, 0, 1, -14
20.0, 3.4188917102067222, 3.026445471692539, 4, 1, 5, 2, 0, 0, 0, 1, -14
34.0, 2.8944117732562176, 3.050453766250416, 23, 4, 13, 3, 5, 1, 5, 1, -11
35.0, 2.7922821575529944, 3.0490248029010365, 24, 5, 11, 4, 5, 0, 3, 1, 2
36.0, 2.7122561612337353, 3.0490248029010365, 26, 3, 12, 3, 6, 1, 4, 0, -11
37.0, 2.7881769321315057, 3.0490248029010365, 25, 4, 11, 4, 5, 0, 3, 1, -11
38.0, 2.86202493179769, 3.0490248029010365, 26, 3, 11, 4, 5, 0, 3, 1, -11
39.0, 2.944392724545568, 3.0490248029010365, 24, 3, 11, 4, 5, 0, 3, 1, -11
26.0, 2.9438899554438716, 2.3473553854476643, 13, 3, 15, 6, 3, 1, 6, 1, 12
27.0, 2.895436767220987, 2.3473553854476643, 15, 3, 16, 5, 5, 1, 5, 2, 11
28.0, 3.0471086722675467, 2.3473553854476643, 14, 4, 15, 6, 5, 1, 5, 2, 11
29.0, 2.9560865010599398, 2.3473553854476643, 13, 4, 15, 6, 3, 1, 5, 2, 12
30.0, 3.089471273233424, 2.3473553854476643, 14, 3, 14, 7, 3, 1, 5, 2, 11
31.0, 3.2777880978451797, 2.3473553854476643, 13, 3, 14, 7, 3, 1, 5, 2, 11
29.0, 2.971227346564541, 3.431756226033282, 9, 11, 12, 5, 1, 2, 0, 0, 7
30.0, 2.7375353964832776, 3.431756226033282, 9, 8, 12, 5, 4, 3, 0, 0, 9
31.0, 2.980161468190744, 3.431756226033282, 8, 10, 13, 4, 1, 2, 0, 0, 7
32.0, 3.020123021560299, 3.431756226033282, 8, 8, 12, 5, 2, 1, 0, 0, 10
33.0, 2.892235649144517, 3.431756226033282, 10, 8, 14, 3, 2, 3, 0, 0, 8
34.0, 3.056262247296617, 3.431756226033282, 7, 9, 12, 5, 1, 2, 0, 0, 7
13.0, 2.365125395118789, 2.302452732343364, 1, 4, 3, 2, 0, 2, 0, 0, 3
14.0, 2.0000106618603266, 2.302452732343364, 3, 3, 3, 2, 1, 1, 0, 0, 16
15.0, 2.278813495060691, 2.302452732343364, 1, 4, 3, 2, 0, 2, 0, 0, -2
16.0, 2.2709770020100586, 2.302452732343364, 1, 4, 3, 2, 0, 2, 0, 0, 5
17.0, 2.1138909240269514, 2.302452732343364, 3, 6, 4, 1, 0, 2, 0, 0, -2
18.0, 2.2774958392048856, 2.302452732343364, 2, 4, 3, 2, 0, 2, 0, 0, 15
19.0, 2.591421976754523, 2.302452732343364, 1, 4, 3, 2, 0, 2, 0, 0, -2
27.0, 3.232044212975694, 2.791680260949785, 21, 3, 20, 3, 4, 1, 8, 2, -8
28.0, 3.169760224096494, 2.791680260949785, 20, 2, 20, 3, 5, 0, 8, 2, 9
29.0, 3.026686355447193, 2.791680260949785, 21, 5, 21, 2, 4, 1, 9, 1, -8
30.0, 2.9488126636721312, 2.791680260949785, 21, 3, 22, 1, 4, 1, 9, 1, -8
31.0, 3.079347486095071, 2.791680260949785, 20, 4, 20, 3, 4, 1, 8, 2, -8
32.0, 3.1538657426678744, 2.791680260949785, 21, 3, 20, 3, 4, 1, 8, 2, -8
33.0, 3.1821370555247057, 2.791680260949785, 20, 3, 20, 3, 4, 1, 8, 2, -8
19.0, 2.596457725507942, 2.826032113747828, 7, 9, 1, 4, 2, 0, 1, 1, -12
20.0, 2.6539196463440957, 2.826032113747828, 6, 9, 2, 3, 2, 0, 2, 0, -3
21.0, 2.3083527282061325, 2.826032113747828, 9, 9, 1, 4, 3, 1, 1, 1, -12
22.0, 2.5279186157283187, 2.826032113747828, 7, 14, 1, 4, 2, 0, 1, 1, -12
23.0, 2.4264514690663224, 2.826032113747828, 8, 8, 1, 4, 3, 1, 1, 1, -12
24.0, 2.6406920556637123, 2.826032113747828, 6, 9, 1, 4, 2, 0, 1, 1, -12
19.0, 2.671418759232836, 2.7628966996155335, 7, 6, 10, 3, 3, 1, 2, 0, -12
20.0, 2.4286696871237137, 2.7628966996155335, 7, 6, 10, 3, 3, 1, 2, 0, -12
21.0, 2.4280505307324782, 2.7628966996155335, 7, 6, 10, 3, 4, 4, 2, 0, -12
22.0, 2.5648615085910134, 2.7628966996155335, 7, 8, 9, 4, 3, 1, 2, 0, 13
23.0, 2.614023080851416, 2.7628966996155335, 9, 8, 9, 4, 3, 1, 2, 0, -12
24.0, 2.594717197399145, 2.7628966996155335, 7, 6, 10, 3, 3, 2, 2, 0, 12
25.0, 2.7240118121112498, 2.7628966996155335, 7, 6, 9, 4, 3, 1, 2, 0, -12
14.0, 2.8758503860566313, 2.294357823579294, 4, 4, 7, 4, 0, 0, 0, 0, -5
15.0, 2.9227680918570216, 2.294357823579294, 1, 3, 8, 3, 1, 1, 0, 0, 1
16.0, 2.839093731023026, 2.294357823579294, 1, 5, 8, 3, 0, 0, 0, 0, -4
17.0, 2.631651294368426, 2.294357823579294, 2, 4, 9, 2, 0, 0, 0, 0, 0
18.0, 2.6836114438600593, 2.294357823579294, 2, 3, 7, 4, 0, 1, 0, 0, 0
19.0, 2.6976437534253677, 2.294357823579294, 4, 4, 7, 4, 0, 0, 0, 0, -12
20.0, 2.904519120386225, 2.294357823579294, 1, 4, 7, 4, 0, 0, 0, 0, -5
13.0, 2.467959438658768, 2.5126647428967965, 8, 3, 1, 4, 0, 0, 0, 1, -5
14.0, 2.3279460517333814, 2.5126647428967965, 6, 3, 1, 4, 0, 0, 0, 1, -6
15.0, 2.0187751506104363, 2.5126647428967965, 9, 4, 2, 3, 0, 0, 0, 1, -13
16.0, 2.2430564145630973, 2.5126647428967965, 6, 3, 1, 4, 1, 1, 0, 1, -2
17.0, 2.501970287096562, 2.5126647428967965, 6, 3, 1, 4, 0, 0, 0, 1, -5
18.0, 2.1364959103723202, 2.5126647428967965, 9, 4, 1, 4, 0, 0, 0, 1, -12
19.0, 2.3094587347790982, 2.5126647428967965, 6, 3, 1, 4, 0, 1, 0, 1, -11
24.0, 3.0870017878342724, 3.1558265418156592, 9, 5, 11, 3, 2, 2, 5, 1, 9
25.0, 2.8329757306457064, 3.1558265418156592, 10, 4, 11, 3, 5, 2, 5, 1, 10
26.0, 2.966500062600553, 3.1558265418156592, 8, 4, 11, 3, 3, 3, 5, 1, 9
27.0, 2.933837866380115, 3.1558265418156592, 8, 6, 11, 3, 3, 2, 5, 1, 10
28.0, 2.9783722454370443, 3.1558265418156592, 10, 5, 11, 3, 2, 2, 5, 1, 9
29.0, 3.1259582777405797, 3.1558265418156592, 8, 4, 11, 3, 2, 2, 5, 1, 9
20.0, 2.7542791589333175, 2.7889001160875315, 6, 6, 9, 3, 2, 3, 0, 0, 10
21.0, 2.6034633356452495, 2.7889001160875315, 8, 6, 8, 4, 5, 3, 0, 0, 11
22.0, 2.813958446910548, 2.7889001160875315, 8, 6, 9, 3, 2, 3, 0, 0, 10
23.0, 2.794593335444814, 2.7889001160875315, 7, 5, 8, 4, 3, 2, 0, 0, 12
24.0, 2.674005748970717, 2.7889001160875315, 7, 7, 8, 4, 2, 5, 0, 0, 10
25.0, 2.6333719490556042, 2.7889001160875315, 7, 6, 9, 3, 4, 3, 0, 0, 11
26.0, 2.8503503022541397, 2.7889001160875315, 7, 6, 8, 4, 2, 3, 0, 0, 11
19.0, 2.7107290470505876, 2.5557399841656254, 11, 2, 12, 2, 2, 1, 2, 1, 12
20.0, 2.595149315174848, 2.5557399841656254, 11, 4, 12, 2, 0, 2, 2, 1, 11
21.0, 2.5304534275316373, 2.5557399841656254, 12, 5, 11, 3, 0, 2, 2, 1, 11
22.0, 2.6909392357432123, 2.5557399841656254, 10, 3, 11, 3, 0, 2, 2, 1, 11
23.0, 2.5713467702672017, 2.5557399841656254, 11, 4, 11, 3, 1, 2, 2, 1, 12
24.0, 2.5721949669888313, 2.5557399841656254, 12, 3, 11, 3, 2, 2, 2, 1, 11
25.0, 2.733803608561875, 2.5557399841656254, 10, 3, 11, 3, 1, 2, 2, 1, 11
11.0, 3.5701123815916374, 2.7407800780658507, 0, 4, 3, 0, 0, 0, 2, 0, 4
12.0, 2.7898162359528644, 2.7407800780658507, 0, 5, 2, 1, 0, 0, 1, 1, -16
13.0, 2.583214935046679, 2.7407800780658507, 2, 5, 2, 1, 0, 0, 1, 1, -16
14.0, 2.648217239941892, 2.7407800780658507, 2, 5, 2, 1, 0, 1, 1, 1, -16
15.0, 2.6699191403630635, 2.7407800780658507, 2, 6, 2, 1, 0, 0, 1, 1, -16
16.0, 2.649881601713346, 2.7407800780658507, 1, 5, 2, 1, 0, 0, 1, 1, -16
17.0, 2.8895321784195938, 2.7407800780658507, 0, 5, 2, 1, 0, 0, 1, 1, -16
25.0, 2.86659303242186, 3.0778824694865814, 12, 5, 10, 11, 4, 1, 3, 3, -9
26.0, 3.0474525434882125, 3.0778824694865814, 11, 4, 10, 11, 4, 1, 4, 2, -8
27.0, 2.6659623326459547, 3.0778824694865814, 15, 4, 10, 11, 6, 1, 3, 3, -9
28.0, 3.0579548047567293, 3.0778824694865814, 12, 3, 9, 12, 6, 1, 3, 3, -9
29.0, 2.8811665743164467, 3.0778824694865814, 12, 5, 9, 12, 4, 1, 3, 3, -9
30.0, 3.0068375055311893, 3.0778824694865814, 11, 4, 9, 12, 4, 1, 3, 3, -9
8.0, 2.4104734566523582, 2.7142305476310065, 1, 1, 1, 2, 0, 0, 0, 0, -16
9.0, 1.8834271799576283, 2.7142305476310065, 1, 2, 0, 3, 0, 0, 0, 0, -16
10.0, 1.785796107019811, 2.7142305476310065, 3, 2, 1, 2, 0, 0, 0, 0, 4
11.0, 2.111674396284995, 2.7142305476310065, 1, 1, 0, 3, 1, 1, 0, 0, 5
12.0, 1.940164387464576, 2.7142305476310065, 2, 4, 0, 3, 0, 0, 0, 0, -16
13.0, 2.521498367415327, 2.7142305476310065, 1, 1, 1, 2, 0, 0, 0, 0, 5
14.0, 2.972054006313058, 2.7142305476310065, 1, 1, 0, 3, 0, 0, 0, 0, 4
35.0, 3.070849397239256, 2.7958049604335917, 14, 5, 23, 2, 3, 0, 10, 2, -8
36.0, 3.133783799903319, 2.7958049604335917, 13, 4, 22, 3, 4, 1, 9, 3, 8
37.0, 3.190150086934715, 2.7958049604335917, 16, 3, 22, 3, 4, 1, 9, 3, -8
38.0, 3.374528288871739, 2.7958049604335917, 15, 4, 22, 3, 3, 0, 9, 3, -8
17.0, 2.604741848517005, 2.152017107862957, 4, 5, 8, 7, 1, 2, 2, 0, 13
18.0, 2.4370382794088994, 2.152017107862957, 6, 6, 9, 6, 1, 4, 2, 0, 13
19.0, 2.593181425487884, 2.152017107862957, 4, 6, 9, 6, 1, 2, 2, 0, 14
20.0, 2.819784036257755, 2.152017107862957, 6, 4, 8, 7, 1, 2, 2, 0, 12
21.0, 2.5791895352004315, 2.152017107862957, 4, 6, 9, 6, 1, 2, 2, 0, 12
22.0, 2.7579001392408657, 2.152017107862957, 6, 4, 8, 7, 1, 2, 2, 0, 5
23.0, 2.9735731994385297, 2.152017107862957, 4, 4, 8, 7, 1, 2, 2, 0, 12
21.0, 3.401608621979721, 3.1267526056988433, 7, 4, 10, 4, 0, 2, 0, 1, -8
22.0, 3.3374869182862636, 3.1267526056988433, 7, 4, 10, 4, 0, 2, 0, 1, -8
23.0, 2.8977047315578934, 3.1267526056988433, 10, 5, 10, 4, 2, 2, 0, 1, -11
24.0, 3.0366988515767313, 3.1267526056988433, 7, 4, 10, 4, 1, 2, 0, 1, 11
25.0, 3.086379589672869, 3.1267526056988433, 8, 5, 10, 4, 0, 2, 0, 1, -6
26.0, 3.0897512712294586, 3.1267526056988433, 10, 5, 10, 4, 0, 2, 0, 1, 10
27.0, 3.1929771620273306, 3.1267526056988433, 8, 5, 10, 4, 0, 2, 0, 1, -6
33.0, 3.1023583870944793, 3.126116105476202, 19, 3, 15, 6, 6, 1, 2, 0, -8
34.0, 2.944135970409275, 3.126116105476202, 16, 4, 14, 7, 4, 1, 2, 0, -8
35.0, 2.85863385596073, 3.033896075261253, 21, 5, 15, 4, 5, 2, 2, 0, 1
36.0, 2.987547940502807, 3.033896075261253, 15, 5, 14, 5, 4, 1, 2, 0, 6
37.0, 3.0870729801510306, 3.033896075261253, 15, 5, 15, 4, 4, 1, 2, 0, 5
38.0, 3.1834971473720843, 3.033896075261253, 16, 5, 14, 5, 4, 1, 2, 0, 1
15.0, 2.921264242847825, 2.8301648330978004, 3, 5, 4, 0, 0, 0, 2, 0, 12
16.0, 2.485039946901336, 2.8301648330978004, 5, 4, 4, 0, 1, 1, 2, 0, 15
17.0, 2.662630785527689, 2.8301648330978004, 3, 7, 4, 0, 0, 0, 2, 0, 12
